run_id,status,seed,started_at,finished_at,elapsed_seconds,pass_at_1,pass_at_4,parse_rate,mean_reward,steps,tasks,candidates,hit_at_1,hit_at_8,hit_at_32,model_passes,actual_completion_tokens,peak_cuda_bytes,input,input_sha256,adapter,adapter_sha256,config_sha256
20260801T075913Z_qwen3-0.6b_sft_validation_plan_evaluation_linux-gate5-sft_validation_plan_exact_seed0,DONE,0,2026-08-01T07:59:13.860899+00:00,2026-08-01T07:59:33.707062+00:00,19.84336399100721,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,5d9dbbb045c779bbc0d2bd5df9ce42dc58d397091ae36691a89d475740dc2dc5
20260801T075936Z_qwen3-0.6b_sft_validation_apply_evaluation_linux-gate5-sft_validation_apply_exact_seed0,DONE,0,2026-08-01T07:59:36.995881+00:00,2026-08-01T08:00:26.993657+00:00,49.99462564699934,0.83,,1.0,,,100,100,,,,,1335,1353595392,artifacts/data/pilot/sft_validation_apply.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,054ccfc44bbc2c8d48506d6f0813a375ef6fe0a463211f79df4d4eef196ccbae
20260801T080046Z_qwen3-0.6b_plan-dev_exploration_diversity-screen_exact_seed0,DONE,0,2026-08-01T08:00:46.976356+00:00,2026-08-01T08:11:11.315403+00:00,624.3361571110145,,,,,,100,,,,,,,1353595392,artifacts/data/pilot/dev_exploration.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,050bd4ef96a258b3a278b38f41b62a646ffaa3f83bdaf448613cc8e5f6a33152
20260801T081151Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed0,FAILED,0,2026-08-01T08:11:52.128339+00:00,2026-08-01T08:11:57.359773+00:00,,,,,,,,,,,,,,,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,7f78f8aa92dab0ca02bca4f2c09de6e08a765d2b0e709bbdf36927dbac4adbef
20260801T081234Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed0,DONE,0,2026-08-01T08:12:35.078696+00:00,2026-08-01T08:13:11.357357+00:00,36.27571449801326,,,,0.020833333333333332,6,,,,,,,,3051513344,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,65e0b951719e052df62875c96f2637878a2ff8eb89abe20f404dcb99148cb662
20260801T081451Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed0,DONE,0,2026-08-01T08:14:51.985466+00:00,2026-08-01T08:54:39.813403+00:00,2387.8251122649817,,,,0.04375,400,,,,,,,,3114714624,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,10a2f7a4bb1c13f3f1e576d5b4848250737b695ac53eea0da9725dde05f493b2
20260801T085442Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed0,DONE,0,2026-08-01T08:54:43.075078+00:00,2026-08-01T09:33:58.542240+00:00,2355.4641058400157,,,,0.05375,400,,,,,,,,3114718720,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,f771ed77a43005d67f82beae84f801caccb5f03c8865d1af65deef0dc07a22e7
20260801T093401Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed1,DONE,1,2026-08-01T09:34:01.920875+00:00,2026-08-01T10:13:41.008697+00:00,2379.084968709998,,,,0.04375,400,,,,,,,,3114716672,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,744f8722fcc6a1fb80ec1a013af484408ccf77d6ab5e3464da7f31bc631f14ae
20260801T101344Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed1,DONE,1,2026-08-01T10:13:44.410824+00:00,2026-08-01T10:52:58.352298+00:00,2353.938532483997,,,,0.0465625,400,,,,,,,,3130464768,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,7231be3bd57307fa2f43e6c10ffc419972b6ebaf7a14adb5d2a6718372e22998
20260801T105301Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed2,DONE,2,2026-08-01T10:53:01.709604+00:00,2026-08-01T11:32:36.913824+00:00,2375.2010765210143,,,,0.050625,400,,,,,,,,3114716160,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,b3391993b1fcc295f09c00cdd3d68c6f309bf0a6c23560836284e5536afe6996
20260801T113239Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed2,DONE,2,2026-08-01T11:32:40.101222+00:00,2026-08-01T12:11:33.016811+00:00,2332.9128369939863,,,,0.0471875,400,,,,,,,,3130464768,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,ece02c24e2fa4fdf1f89880d8ed41356faebdb40ee630ded22b52bae5a371306
20260801T121220Z_qwen3-0.6b_confirmatory_exploration_arms-pre_exact_seed0,DONE,0,2026-08-01T12:12:20.407039+00:00,2026-08-01T12:37:07.925083+00:00,1487.5152503460122,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,cb9a139ae3f75a7b159b3843d1a1eab881e15f434bb03eba5341edb3955c26df
20260801T123710Z_qwen3-0.6b_confirmatory_exploration_arms-iidgrpo_exact_seed0,DONE,0,2026-08-01T12:37:11.099816+00:00,2026-08-01T12:59:37.338566+00:00,1346.2358060549886,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/grpo_iid_action_400_seed0,,6651420686047c74e26f374d525f7839d38de385add629678b6c2e78699df3a9
20260801T125940Z_qwen3-0.6b_confirmatory_exploration_arms-prefixgrpo_exact_seed0,DONE,0,2026-08-01T12:59:40.598506+00:00,2026-08-01T13:21:38.398633+00:00,1317.797289064998,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed0,,06d7d97eea876b7296ac1cce0228edc81397f13368f84b559dd7df71c8f89c36
20260801T132141Z_qwen3-0.6b_confirmatory_exploration_arms-pre_exact_seed1,DONE,1,2026-08-01T13:21:41.646091+00:00,2026-08-01T13:46:49.473389+00:00,1507.824470637017,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,51a9baa2f6664844fa02d0448b5f046af4252910c23a6c1bf7fe6a7145b8f0f5
20260801T134652Z_qwen3-0.6b_confirmatory_exploration_arms-iidgrpo_exact_seed1,DONE,1,2026-08-01T13:46:52.650264+00:00,2026-08-01T14:09:21.280200+00:00,1348.626996692008,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/grpo_iid_action_400_seed1,,0d2a9c759de8621ad4847178f4d254d5f8c13947adf047cd4b088082fe43d06b
20260801T140924Z_qwen3-0.6b_confirmatory_exploration_arms-prefixgrpo_exact_seed1,DONE,1,2026-08-01T14:09:24.569569+00:00,2026-08-01T14:31:16.137187+00:00,1311.5646438469994,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed1,,26397a5fffc35e1d0a4890c9e6ef3c3895d84d6a3d1c3ad94837209e0accd836
20260801T143119Z_qwen3-0.6b_confirmatory_exploration_arms-pre_exact_seed2,DONE,2,2026-08-01T14:31:19.354119+00:00,2026-08-01T14:56:22.818983+00:00,1503.4619883459818,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,5e7899743bb27f6c86c9342061f46bc617b2eac28cd9565bee0458efb3e23c69
20260801T145625Z_qwen3-0.6b_confirmatory_exploration_arms-iidgrpo_exact_seed2,DONE,2,2026-08-01T14:56:26.054202+00:00,2026-08-01T15:18:58.681571+00:00,1352.6245150660106,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/grpo_iid_action_400_seed2,,8702948f42740fc8636ee6b67f0f930e3a157b65cf1c6489fb0b3b18912228aa
20260801T151901Z_qwen3-0.6b_confirmatory_exploration_arms-prefixgrpo_exact_seed2,DONE,2,2026-08-01T15:19:01.878115+00:00,2026-08-01T15:40:43.701582+00:00,1301.8191840460058,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed2,,b4a48de2286b9415fe02e4edd36702b523a00464b11c869cf0340f02251cb268
20260801T154046Z_qwen3-0.6b_july_exploration_arms-pre_exact_seed0,DONE,0,2026-08-01T15:40:46.931448+00:00,2026-08-01T15:47:06.722291+00:00,379.7880692119943,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,e84c5c722b3662815c0b00fc63ac7b8d0e23f9a8499fd775d1ed53415136b9c5
20260801T154709Z_qwen3-0.6b_july_exploration_arms-iidgrpo_exact_seed0,DONE,0,2026-08-01T15:47:09.939690+00:00,2026-08-01T15:52:41.983268+00:00,332.04059327201685,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/grpo_iid_action_400_seed0,,09953d29f6e51dcb7446d49f8910d91349d57d1e6db5477a390ed410e63e9a52
20260801T155245Z_qwen3-0.6b_july_exploration_arms-prefixgrpo_exact_seed0,DONE,0,2026-08-01T15:52:45.241673+00:00,2026-08-01T15:58:27.107193+00:00,341.8626308060193,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed0,,39caf05f2a47b5dab6b1cf457fa5969a7a7cd71b0c91ab2ca791bb192d9ff0d1
20260801T155830Z_qwen3-0.6b_july_exploration_arms-pre_exact_seed1,DONE,1,2026-08-01T15:58:30.421507+00:00,2026-08-01T16:04:55.270348+00:00,384.8459653999889,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,f60910aa31d29a0cc8b15e135dda53d76a28f758ef54470e6a1f9d7a539b4e25
20260801T160458Z_qwen3-0.6b_july_exploration_arms-iidgrpo_exact_seed1,DONE,1,2026-08-01T16:04:58.586247+00:00,2026-08-01T16:10:35.414426+00:00,336.82519796700217,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/grpo_iid_action_400_seed1,,e421653127279502d2843dc7c26993fe56389a658965a946b70b819a7c21b092
20260801T161038Z_qwen3-0.6b_july_exploration_arms-prefixgrpo_exact_seed1,DONE,1,2026-08-01T16:10:38.663571+00:00,2026-08-01T16:16:20.139740+00:00,341.4732968590106,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed1,,a7d13e829a80ee531fd6f356deb4faebb402362b8372b216e453c695dd9a7c0d
20260801T161623Z_qwen3-0.6b_july_exploration_arms-pre_exact_seed2,DONE,2,2026-08-01T16:16:23.480689+00:00,2026-08-01T16:22:43.947107+00:00,380.46355111000594,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,589346b34690d50b016e95bcce01e2b8b1fe6d508033e2710b85cc53453c28b0
20260801T162247Z_qwen3-0.6b_july_exploration_arms-iidgrpo_exact_seed2,DONE,2,2026-08-01T16:22:47.398406+00:00,2026-08-01T16:28:42.866328+00:00,355.46503245597705,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/grpo_iid_action_400_seed2,,1b9aa60aba3efc7c03a44539911e148b699095c7041066b3176f99bbe7d3be4a
20260801T162846Z_qwen3-0.6b_july_exploration_arms-prefixgrpo_exact_seed2,DONE,2,2026-08-01T16:28:46.170528+00:00,2026-08-01T16:34:22.604428+00:00,336.4309452669986,,,,,,200,,,,,,,1353595392,artifacts/data/pilot/final_like_heldout.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed2,,76d67b7430220f98f2e75817da7b19228e2d66e12a3e2de8f9e825f4a98dc70b
20260801T163544Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-pre-grpo_exact_seed0,DONE,0,2026-08-01T16:35:44.673076+00:00,2026-08-01T16:36:25.598180+00:00,40.92190568099613,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,4b515af368d691b3ee167a2af1a029d28c59526367638bc66b976266849e9251
20260801T163628Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-pre-grpo_exact_seed0,DONE,0,2026-08-01T16:36:28.864608+00:00,2026-08-01T16:36:48.762785+00:00,19.89543726100237,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,5d9dbbb045c779bbc0d2bd5df9ce42dc58d397091ae36691a89d475740dc2dc5
20260801T163651Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-iid-seed0_exact_seed0,DONE,0,2026-08-01T16:36:52.042693+00:00,2026-08-01T16:37:32.910552+00:00,40.864891858014744,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/grpo_iid_action_400_seed0,,b862279d77f3373e9669ffec52e9383e003004bf8a6ff55567eeb92302503e9d
20260801T163736Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-iid-seed0_exact_seed0,DONE,0,2026-08-01T16:37:36.149273+00:00,2026-08-01T16:37:56.269962+00:00,20.083513976976974,0.97,,1.0,,,100,100,,,,,480,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/grpo_iid_action_400_seed0,,7d6266fb8d37d2c9030da7f7ac226e77b552de7046dab89ad14b1bbf87753bc4
20260801T163759Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-prefix-seed0_exact_seed0,DONE,0,2026-08-01T16:37:59.481814+00:00,2026-08-01T16:38:40.250166+00:00,40.765092151006684,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed0,,b24fbc99a70791ae4e5a00cd6acc1a7fd57f03f4f42e0b4750621ae244401f1a
20260801T163843Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-prefix-seed0_exact_seed0,DONE,0,2026-08-01T16:38:43.502069+00:00,2026-08-01T16:39:03.513682+00:00,20.00862430498819,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed0,,5c4afbccedf520bed004f35b7794a85b1d5e9bf702979e0ed09b0b46d61f8958
20260801T163906Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-iid-seed1_exact_seed0,DONE,0,2026-08-01T16:39:06.731415+00:00,2026-08-01T16:39:47.130186+00:00,40.39585107102175,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/grpo_iid_action_400_seed1,,f26ef8712e4d178f92acf1542193ae105c230cd97ecf51c9882b51b2224700cb
20260801T163950Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-iid-seed1_exact_seed0,DONE,0,2026-08-01T16:39:50.438490+00:00,2026-08-01T16:40:10.713771+00:00,20.272308635001536,0.97,,1.0,,,100,100,,,,,480,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/grpo_iid_action_400_seed1,,8a20bddb1183e26887b6975e1f46068e8c53f5a68a87d65182797b60c4dee359
20260801T164013Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-prefix-seed1_exact_seed0,DONE,0,2026-08-01T16:40:14.006289+00:00,2026-08-01T16:40:54.207537+00:00,40.19807752800989,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed1,,dc3076347466713ec2c708935df8f3ca255e99b943036f53fbbd18a790e67eca
20260801T164057Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-prefix-seed1_exact_seed0,DONE,0,2026-08-01T16:40:57.442623+00:00,2026-08-01T16:41:17.345493+00:00,19.8999465899833,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed1,,7e6567585c565c6613b053206be02371348ab2b4477ecf3b33bc2cdf5018ff7c
20260801T164120Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-iid-seed2_exact_seed0,DONE,0,2026-08-01T16:41:20.569799+00:00,2026-08-01T16:42:01.666020+00:00,41.0933008120046,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/grpo_iid_action_400_seed2,,4874a269abe6c241d26392d653f06f7ef58b7df71791935b5a4f09b5abd7d700
20260801T164204Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-iid-seed2_exact_seed0,DONE,0,2026-08-01T16:42:04.871386+00:00,2026-08-01T16:42:24.884757+00:00,20.010362252010964,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/grpo_iid_action_400_seed2,,41202b98974d40482a59eac3490c51f16c9e80ec5cbb9ab0226922faeffc8af5
20260801T164228Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-prefix-seed2_exact_seed0,DONE,0,2026-08-01T16:42:28.178937+00:00,2026-08-01T16:43:09.215967+00:00,41.033344945986755,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed2,,65d3a7d1f20218aede9e73879c23cfb9a138b1ce36671d57257d7d8bba10591d
20260801T164312Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-prefix-seed2_exact_seed0,DONE,0,2026-08-01T16:43:12.478531+00:00,2026-08-01T16:43:32.705022+00:00,20.22355286500533,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts/data/pilot/sft_validation_plan.jsonl,,artifacts/adapters/grpo_prefix_balanced_action_400_seed2,,5d0aff796440b4aa28e72ddceb6f41377fae6aa864d7ddd6d74ced360e0b1b16
20260801T172610Z_qwen3-0.6b_plan-dev_exploration_diversity-screen-ext_exact_seed0,DONE,0,2026-08-01T17:26:10.760566+00:00,2026-08-01T17:39:55.447029+00:00,824.6836870239931,,,,,,100,,,,,,,1353595392,artifacts/data/pilot/dev_exploration.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,d099333fa99bb3e0764f9fe6bd18ce6bd67d75cfd3b78f83b3fc5fc9e853a74e
20260801T174149Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed0,DONE,0,2026-08-01T17:41:49.525283+00:00,2026-08-01T18:28:23.062242+00:00,2793.5339886170113,,,,0.045,400,,,,,,,,3130464256,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,d5ed09a6b438adb52e60d9157459c3a19e22738d34feee17200a864b697485e5
20260801T182826Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed1,DONE,1,2026-08-01T18:28:26.238925+00:00,2026-08-01T19:15:01.944719+00:00,2795.702894130023,,,,0.06,400,,,,,,,,3130464768,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,b50c5f1492b4672ab594d1f9262588ecdb3d643431b3373b55b898d1274d6e4e
20260801T191505Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed2,DONE,2,2026-08-01T19:15:05.149316+00:00,2026-08-01T20:01:39.903078+00:00,2794.750919793005,,,,0.0503125,400,,,,,,,,3130463232,artifacts/data/pilot/rl_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,0b2df0c1a51263ffb7fc935d7740509e03931efbead0311bfedd9768e287d130
20260801T200143Z_qwen3-0.6b_confirmatoryv2_exploration_arms-pre_exact_seed0,DONE,0,2026-08-01T20:01:43.171709+00:00,2026-08-01T20:41:55.117512+00:00,2411.9428964639956,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,e1bcc04dce45e08d752c9dab4dd82318141c15445ee5351c58a9a9b3aad56a92
20260801T204158Z_qwen3-0.6b_confirmatoryv2_exploration_arms-coldgrpo_exact_seed0,DONE,0,2026-08-01T20:41:58.330344+00:00,2026-08-01T21:20:58.524763+00:00,2340.1915731480112,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/grpo_iid_action_400_seed0,,fe1127fc3aaf263354c8b291cf20fcada840b235b8f43eb34aa63d5d09b76e52
20260801T212101Z_qwen3-0.6b_confirmatoryv2_exploration_arms-hotgrpo_exact_seed0,DONE,0,2026-08-01T21:21:01.821402+00:00,2026-08-01T21:54:27.218410+00:00,2005.3942488110042,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/grpo_iid_action_hot_400_seed0,,287649dc9870588381f91fddf357d5e45853fa034b34f34d8d71915f4c050b1b
20260801T215430Z_qwen3-0.6b_confirmatoryv2_exploration_arms-pre_exact_seed1,DONE,1,2026-08-01T21:54:30.484189+00:00,2026-08-01T22:35:16.830434+00:00,2446.343435941002,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,cbd8b07b97da721b4d5e04f8ff4f24ab1df4aac0a59f849e14ef2283be910e9d
20260801T223519Z_qwen3-0.6b_confirmatoryv2_exploration_arms-coldgrpo_exact_seed1,DONE,1,2026-08-01T22:35:20.109140+00:00,2026-08-01T23:14:34.915324+00:00,2354.8033365369774,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/grpo_iid_action_400_seed1,,f33dcb4551465bede7f9c21c0b0aa72fd4040fff6c139cdffbaddb92084da7ce
20260801T231438Z_qwen3-0.6b_confirmatoryv2_exploration_arms-hotgrpo_exact_seed1,DONE,1,2026-08-01T23:14:38.150246+00:00,2026-08-01T23:46:44.341547+00:00,1926.188366862014,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/grpo_iid_action_hot_400_seed1,,3b818979307459d367622e3343b674db3c10ae71a38e64cb978d12315a7788a8
20260801T234647Z_qwen3-0.6b_confirmatoryv2_exploration_arms-pre_exact_seed2,DONE,2,2026-08-01T23:46:47.706672+00:00,2026-08-02T00:27:22.203415+00:00,2434.493822012999,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,4a55f06757de783f58be8284ebdbdf7e5b2c63ddea79b661a611194b28903129
20260802T002725Z_qwen3-0.6b_confirmatoryv2_exploration_arms-coldgrpo_exact_seed2,DONE,2,2026-08-02T00:27:25.468394+00:00,2026-08-02T01:06:50.012193+00:00,2364.5409142529825,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/grpo_iid_action_400_seed2,,0f459de0084f8ff07a1c9222d9a073ba9bff040bec8ee18e7032799328d24f0b
20260802T010653Z_qwen3-0.6b_confirmatoryv2_exploration_arms-hotgrpo_exact_seed2,DONE,2,2026-08-02T01:06:53.295536+00:00,2026-08-02T01:40:57.782758+00:00,2044.4843117829878,,,,,,300,,,,,,,1353595392,artifacts/data/pilot/confirmatory_heldout_v2.jsonl,,artifacts/adapters/grpo_iid_action_hot_400_seed2,,eadb3e85d399a06396ce4cb26bfe33a88d5ef34e19cbaa6e39774e9032b688f6
20260802T093702Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-08-02T09:37:02.350222+00:00,2026-08-02T09:37:09.476302+00:00,7.123236495972378,,,,,5,,,,,,,,2458225664,,,,,53e52ea0be6f94c8ac0dbbf4d9fca30b9d6eef9ef6a8eea9483436cd673b81d8
20260802T093741Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-08-02T09:37:41.995351+00:00,2026-08-02T09:54:50.958320+00:00,1028.9603028340207,,,,,1875,,,,,,,,2478270976,,,,,ad96748815eab5c5707f8200bcd6999348d45b984badf3e136f5bb9ccf8d7700
20260802T095454Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed1,FAILED,1,2026-08-02T09:54:54.247471+00:00,2026-08-02T13:52:28.268730+00:00,,,,,,,,,,,,,,,,,,,8549512cf867f06562881f0bf245e42bc3f68fec022503be7955f4d6ac205fc8
20260802T135232Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed2,FAILED,2,2026-08-03T04:21:05.615488+00:00,2026-08-03T04:21:15.386558+00:00,,,,,,,,,,,,,,,,,,,aa666a5278bee88c3e4df8528150996591abe509bc5ee51da3a74773c64a787f
20260803T042118Z_qwen3-0.6b_capacity_d2_train_exploration_arms-atomic_exact_seed0,FAILED,0,2026-08-03T04:21:18.468455+00:00,,,,,,,,,,,,,,,,artifacts/data/pilot/capacity_d2_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,2e129e6bc5075d63c49192eb46fec885adbd66a4a2028c97812777c5edf369d3
20260803T043336Z_qwen3-0.6b_smoke_ranking_rank-smoke_exact_seed0,DONE,0,2026-08-03T04:33:36.696297+00:00,2026-08-03T04:34:18.281833+00:00,41.58250576700084,,,,,,12,,0.0,0.08333333333333333,0.25,372,,1353595392,artifacts/data/pilot/capacity_d3_train.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,725487ad6c8412232e2180542e30d6cac40ea62198cd9b68c0caa4be9c69204b
20260803T043903Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed1,DONE,1,2026-08-03T04:39:03.232674+00:00,2026-08-03T04:56:15.854398+00:00,1032.6174278179824,,,,,1875,,,,,,,,2478270976,,,,,8549512cf867f06562881f0bf245e42bc3f68fec022503be7955f4d6ac205fc8
20260803T045619Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed2,DONE,2,2026-08-03T04:56:19.149911+00:00,2026-08-03T05:13:33.955269+00:00,1034.8025583160343,,,,,1875,,,,,,,,2478270976,,,,,aa666a5278bee88c3e4df8528150996591abe509bc5ee51da3a74773c64a787f
20260803T051337Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-08-03T05:13:37.373240+00:00,2026-08-03T05:30:56.256715+00:00,1038.8805022559827,,,,,1875,,,,,,,,2478270976,,,,,5bac61a706a3a420dea085c10a6df67a5bdbd6a778553e97523311a78817de9c
